production_cost,marketing_spend,seasonal_demand_index,competitor_price,customer_rating,economic_index,store_count,sales_revenue,product_category_encoded,region_encoded,customer_segment_encoded,promotion_applied_encoded
447.02,215.72,1.76,259.82,3.42,130.64,83,2521.66,0,1,1,0
602.63,240.63,2.03,338.34,3.98,93.54,73,2515.65,2,2,1,0
553.37,215.56,0.43,329.98,4.08,90.41,76,2252.3,1,1,0,1
401.91,173.23,2.2,251.06,3.59,115.59,95,2373.42,3,2,0,0
503.31,168.69,1.62,318.43,3.6,119.91,81,2255.89,2,3,0,1
361.65,226.95,1.54,119.41,3.98,117.89,23,1704.8,2,2,1,1
277.76,228.18,1.22,292.33,4.29,105.4,74,2207.16,2,1,1,0
572.27,234.73,2.19,380.68,3.98,107.37,63,2379.97,2,1,0,1
549.66,215.05,1.24,404.02,3.93,95.39,30,2010.14,1,2,2,1
414.54,97.04,1.45,237.4,3.12,97.26,19,1475.31,1,3,2,0
509.3,113.71,1.26,409.15,4.43,117.08,26,1958.63,0,3,1,1
437.07,192.99,1.55,396.65,3.97,105.29,90,2427.42,0,3,0,0
450.58,204.9,2.21,128.17,3.78,90.54,11,1729.32,2,1,0,0
467.97,262.68,1.05,309.26,4.13,121.99,20,1770.35,2,2,1,0
410.34,203.89,1.56,318.11,3.58,87.84,56,2136.85,2,0,2,0
428.34,151.2,1.7,421.5,3.79,102.91,45,1963.44,0,1,2,0
431.16,233.11,1.09,322.91,4.05,75.2,68,2319.8,3,3,2,1
542.29,199.14,1.47,411.5,3.66,81.08,47,1877.08,3,2,1,1
477.24,119.27,0.62,172.16,3.1,86.08,89,2094.26,0,0,1,1
391.23,204.26,1.29,248.17,4.22,95.42,58,2107.49,0,3,1,0
394.84,211.44,1.63,426.16,3.98,124.27,10,1462.03,0,3,0,0
447.43,150.19,1.31,374.07,3.97,97.5,22,1646.59,0,0,2,1
478.56,232.74,1.77,184.53,3.99,84.39,24,1732.42,2,1,2,1
393.59,202.45,0.98,383.31,3.8,110.98,66,2036.54,2,2,2,1
572.17,200.59,0.33,360.39,3.7,80.0,96,2427.12,2,0,0,1
409.74,247.3,1.67,277.17,3.96,95.0,85,2521.89,2,3,2,0
426.53,218.38,1.12,362.07,4.15,111.79,61,2106.88,0,2,0,0
528.45,164.89,2.14,311.2,4.87,100.26,7,1978.23,3,1,1,0
532.04,190.12,1.36,336.82,4.28,118.85,72,2288.64,1,0,2,0
438.83,227.84,1.22,354.44,4.43,113.35,38,1987.69,0,2,1,1
411.45,153.42,1.99,306.94,3.62,125.94,8,1559.35,3,0,1,0
516.19,234.11,1.71,442.19,3.84,108.73,89,2424.27,2,1,2,0
568.86,260.44,2.38,282.74,3.55,95.13,28,2040.51,3,0,2,1
492.07,251.05,1.39,450.7,3.66,102.92,92,2450.19,0,3,2,1
452.1,244.66,1.93,209.77,3.79,101.82,54,2274.34,2,2,2,0
729.32,206.49,1.94,221.2,3.65,104.03,31,2138.28,0,1,2,0
462.75,148.55,1.84,225.88,4.11,97.16,89,2374.77,2,0,2,0
561.22,190.17,1.25,376.55,4.22,107.45,41,1964.22,1,1,2,0
366.49,100.34,1.74,235.56,3.35,115.8,37,1664.62,1,1,2,1
390.98,265.03,1.45,419.21,3.84,108.51,38,1798.52,1,2,2,0
564.73,159.14,1.44,257.88,3.85,107.83,51,2194.85,3,3,1,0
604.46,173.33,1.1,331.94,3.26,97.99,76,2332.98,0,1,0,0
461.03,252.93,0.44,351.21,3.62,82.28,37,1553.51,3,0,2,1
315.14,119.27,2.12,218.74,4.44,77.41,31,1749.09,1,0,0,1
483.24,140.53,1.72,188.74,4.43,85.85,62,2322.56,0,3,2,0
518.94,213.4,0.83,322.63,3.19,91.64,18,1671.06,1,0,2,0
509.88,226.02,1.86,277.82,4.24,133.44,90,2621.55,3,3,1,0
443.66,196.41,2.13,339.88,3.26,125.03,6,1620.02,3,0,1,0
484.71,198.05,1.89,192.35,3.8,88.13,9,1764.23,3,2,0,0
425.02,263.42,1.05,271.46,3.95,108.99,11,1661.49,1,1,1,1
388.82,231.82,1.13,285.45,4.38,98.65,95,2466.56,0,2,1,1
575.57,225.06,1.23,105.0,3.91,104.72,2,1772.33,0,1,0,1
509.78,238.78,1.93,379.64,3.49,89.03,29,1854.4,1,1,1,0
484.93,184.97,1.74,239.4,3.41,144.84,51,1999.66,0,1,2,1
481.98,84.62,0.68,244.57,3.68,94.15,23,1674.57,0,1,0,1
516.03,272.9,1.47,258.29,3.8,88.07,7,1831.13,2,2,2,0
672.87,245.11,0.54,200.65,4.49,118.51,56,2345.42,2,3,1,0
565.45,212.41,1.8,391.73,4.22,75.81,77,2361.4,3,0,0,1
433.37,204.0,2.03,336.33,4.79,116.92,62,2380.98,2,0,0,0
434.42,192.22,2.22,412.01,3.49,102.51,74,2152.06,2,1,2,1
418.83,255.17,1.59,283.41,3.65,71.32,80,2300.82,2,2,2,1
479.95,198.01,0.54,296.66,4.09,96.96,15,1526.06,1,0,1,1
418.75,163.61,1.47,165.44,4.91,86.88,53,2090.31,2,2,0,1
547.48,245.1,1.72,250.08,3.6,103.24,43,2104.6,2,2,1,0
553.52,103.64,1.37,330.98,4.66,73.05,85,2593.85,2,0,2,0
527.54,317.85,0.86,445.91,4.02,93.32,35,1871.97,2,1,0,0
626.27,148.16,1.19,151.92,4.51,111.49,79,2550.16,0,1,0,1
587.68,151.99,1.96,318.36,4.98,114.94,14,1806.81,3,0,0,0
431.63,137.76,1.84,269.9,4.15,92.74,93,2589.31,3,0,2,1
576.43,200.04,0.8,306.04,4.23,109.16,69,2417.32,3,3,2,0
483.19,136.01,1.15,308.22,4.37,105.33,49,1895.61,3,3,2,0
306.57,142.09,1.53,284.71,3.55,98.95,18,1211.56,3,2,2,0
515.88,165.57,1.61,209.35,3.26,109.28,51,1943.09,3,0,2,1
437.57,206.92,1.17,194.5,4.08,81.5,1,1655.26,1,3,0,1
500.02,211.74,1.74,278.81,3.69,100.02,27,1788.62,2,2,1,1
665.14,262.06,1.48,186.35,4.53,67.92,64,2607.82,3,2,0,1
522.48,260.91,0.21,290.97,4.16,98.92,60,2271.55,2,2,1,0
398.27,251.23,1.21,279.73,4.52,128.5,91,2413.76,2,3,2,1
596.44,186.92,1.2,104.0,3.4,93.61,89,2462.96,1,0,1,1
536.25,107.94,1.84,454.69,4.5,126.5,41,2056.49,3,1,0,0
386.48,106.83,1.85,306.18,2.85,93.93,21,1361.24,0,2,0,0
339.38,250.89,0.66,105.01,3.44,78.31,14,1385.66,1,3,1,1
402.27,242.19,1.72,319.77,4.32,113.31,20,1856.45,0,3,2,0
583.63,169.16,1.46,283.73,3.75,109.28,92,2594.44,2,1,2,1
469.84,127.96,1.56,194.58,3.8,146.38,85,2461.71,2,1,0,0
508.11,147.64,1.19,324.74,4.05,80.41,87,2374.31,1,3,1,1
366.15,208.73,1.47,224.63,4.71,107.13,11,1549.2,1,0,2,1
586.32,208.83,2.08,315.44,3.04,107.84,66,2221.69,0,1,2,1
298.48,252.13,1.56,243.88,4.62,121.16,84,2277.59,3,3,0,1
434.46,177.48,1.48,227.55,4.65,110.6,24,1698.67,0,1,2,1
541.85,187.8,1.26,298.76,3.75,94.24,89,2417.48,1,0,1,0
387.74,256.27,2.03,170.23,3.65,78.58,37,1922.05,0,2,0,1
561.41,93.75,0.86,293.4,3.94,106.93,86,2528.06,1,1,0,1
413.08,215.87,1.1,352.58,3.64,107.49,24,1482.08,0,0,1,1
377.39,183.29,0.83,401.65,4.17,112.63,15,1567.74,1,3,0,1
628.65,235.64,1.6,387.09,4.24,94.21,12,1745.25,1,1,2,1
515.39,225.63,2.09,408.27,3.22,105.56,95,2557.12,1,1,2,0
551.9,165.18,1.34,263.62,3.54,69.12,64,2094.82,3,3,1,0
601.82,174.63,0.97,218.03,3.41,79.42,31,1831.23,0,2,2,1
563.48,237.5,1.73,258.65,4.44,103.6,94,2843.62,0,1,1,1
423.9,211.99,1.64,300.5,3.46,109.52,84,2112.36,1,3,2,0
437.07,269.93,1.4,359.75,4.43,88.03,72,2316.24,0,0,1,0
543.74,180.03,1.83,461.69,3.54,85.49,44,1858.16,0,3,2,1
463.7,245.72,1.63,342.3,4.36,91.53,30,2164.07,1,1,0,0
559.45,146.5,1.26,316.41,3.86,104.75,35,1800.83,2,3,0,0
516.82,195.27,0.99,393.55,4.57,95.02,63,2420.85,0,3,2,1
450.98,171.67,0.93,332.69,4.89,66.81,92,2572.88,1,2,2,0
393.51,147.46,1.35,272.23,3.03,108.02,17,1318.72,2,0,0,0
425.97,244.91,2.08,263.97,4.3,105.34,12,1791.14,1,2,0,0
489.72,260.41,0.98,267.45,4.09,109.58,18,1711.07,0,3,2,1
683.72,205.27,1.92,303.52,4.33,117.13,92,2649.97,2,1,1,0
647.19,190.87,1.1,183.28,3.28,115.55,60,2222.13,3,2,0,0
434.67,203.14,0.61,397.44,3.46,127.22,67,1928.65,0,0,1,0
506.03,167.35,1.77,382.77,3.66,100.57,15,1674.02,2,2,1,1
471.23,228.13,2.31,286.6,4.11,91.36,16,1747.53,2,2,0,1
513.03,123.03,1.07,267.63,3.63,120.82,22,1592.96,3,2,1,1
525.89,146.35,0.72,298.15,3.84,118.17,95,2386.07,1,0,1,1
552.75,160.44,1.73,311.72,4.42,95.34,63,2252.11,1,3,2,0
536.65,184.88,1.77,379.93,4.38,101.49,1,1780.03,3,2,2,0
460.11,268.02,2.08,186.07,4.43,125.53,75,2503.09,1,1,0,0
429.51,240.17,1.67,243.05,3.91,134.58,6,1688.2,3,0,0,0
646.68,231.67,1.91,325.94,3.84,101.24,9,1830.86,2,0,0,1
568.9,179.59,1.99,245.64,3.97,128.31,52,2402.09,1,2,1,1
448.14,223.66,1.52,332.04,3.42,117.08,80,2286.64,3,3,1,1
392.4,242.59,1.89,236.56,4.41,118.94,62,2301.72,2,3,1,1
518.25,210.1,1.7,383.5,4.06,119.02,19,1801.56,2,3,1,0
489.81,222.07,1.62,323.06,4.6,99.42,32,2004.31,0,3,1,1
593.37,206.75,0.75,215.91,3.48,86.93,9,1694.83,0,1,2,1
367.98,184.87,1.4,269.79,3.13,85.26,49,1733.87,0,1,0,1
482.88,168.43,1.34,307.72,3.75,71.29,37,1833.66,3,1,0,0
474.97,220.99,1.37,416.43,4.05,89.47,31,1756.29,2,0,1,0
488.99,205.04,1.98,157.41,3.4,96.52,31,1798.35,0,0,0,0
616.79,213.04,2.07,230.23,4.71,103.69,59,2465.41,3,1,0,0
489.52,224.04,1.45,390.29,4.97,99.75,55,2265.84,0,0,2,0
470.52,212.83,0.8,408.81,4.09,121.05,19,1728.55,1,3,2,1
406.33,300.66,1.55,294.42,3.51,82.08,63,2006.46,0,2,1,0
632.86,173.6,1.23,423.07,4.24,61.13,2,1700.65,0,2,2,0
356.88,221.61,1.61,241.33,3.51,110.63,45,1831.65,2,2,1,0
444.7,188.62,1.44,179.26,4.57,99.07,96,2735.9,3,1,1,1
669.39,76.93,2.11,363.22,3.88,98.65,43,2131.81,2,0,1,1
546.82,190.33,1.64,403.58,4.36,85.74,98,2500.07,2,3,0,0
497.98,153.18,1.23,402.24,4.45,118.18,1,1790.12,2,3,2,1
502.17,196.66,0.81,230.92,4.27,91.62,85,2553.64,2,1,1,1
405.36,198.68,1.48,315.95,4.89,82.33,61,2296.55,2,3,2,0
493.15,219.27,1.48,367.19,4.09,133.49,3,1561.7,0,3,1,1
465.01,173.49,1.37,324.08,3.75,113.83,91,2333.58,2,3,2,1
517.96,179.75,1.89,415.71,2.95,99.2,44,1663.56,2,3,2,1
349.38,235.03,0.81,267.6,2.86,51.18,7,1177.92,3,0,1,0
539.79,159.55,1.12,294.35,4.33,95.29,33,1981.44,1,3,0,0
601.66,108.08,1.53,318.9,3.91,99.57,9,1700.62,0,2,2,0
479.62,207.85,1.22,366.6,3.59,129.27,30,1913.04,0,1,0,1
564.71,253.54,1.32,284.44,3.44,65.0,18,1825.64,0,0,0,0
531.03,234.46,1.47,374.19,4.37,131.21,56,2355.52,2,3,1,1
439.23,208.77,1.84,428.37,3.51,108.74,90,2352.49,2,0,1,1
394.15,262.53,1.45,258.55,4.82,75.85,84,2540.78,2,3,1,1
408.16,254.1,0.52,286.83,5.18,118.44,31,2027.29,3,2,2,0
529.29,183.45,1.2,377.42,3.55,95.12,72,1973.18,1,1,1,0
494.39,212.38,1.75,454.2,4.33,66.76,63,2201.83,2,3,1,0
627.51,214.52,1.88,350.88,4.22,91.11,87,2538.88,1,3,2,0
579.09,195.66,1.91,237.1,3.51,105.1,50,2038.55,3,3,2,1
578.88,256.71,2.05,315.85,3.51,101.24,89,2688.69,0,3,1,0
526.31,192.39,1.56,376.82,3.94,112.87,1,1476.95,2,1,1,1
403.78,174.99,1.63,234.99,3.43,121.95,82,2080.57,1,1,1,0
532.53,70.42,0.99,213.73,4.55,78.03,19,1849.31,1,2,1,0
506.39,160.08,0.41,272.4,3.88,99.58,64,2079.2,2,1,0,0
386.16,134.23,0.79,352.77,3.44,87.8,53,1762.42,0,3,0,1
620.99,197.98,1.15,190.46,3.96,75.02,6,1972.45,0,2,1,1
610.23,137.32,0.82,244.55,4.23,98.96,17,1905.47,0,2,0,1
385.59,230.43,1.35,321.89,3.64,108.63,46,1686.54,3,2,2,1
436.22,255.42,1.27,387.24,3.0,109.81,72,2108.0,1,3,0,1
445.0,198.44,1.97,323.22,4.06,92.1,73,2276.32,1,0,0,0
560.99,150.8,1.02,329.97,3.39,79.84,55,1999.42,1,3,1,1
549.47,214.32,1.57,380.39,3.6,87.11,91,2289.07,3,1,0,1
504.44,294.67,1.29,427.78,4.23,62.46,6,1732.16,1,1,0,1
527.39,279.12,1.0,418.84,3.71,76.21,70,2080.34,3,3,0,1
371.24,129.7,1.14,136.69,3.93,77.95,68,2137.21,0,3,0,0
538.14,127.84,0.47,307.84,4.73,116.91,86,2409.64,2,2,2,1
489.91,115.02,1.87,373.0,3.82,116.89,40,1952.91,1,3,1,0
432.1,143.15,2.2,435.98,5.01,142.59,91,2460.56,1,2,1,0
346.75,212.58,1.37,351.28,4.37,104.81,66,1956.51,0,1,2,0
502.7,172.17,1.51,231.27,3.53,90.32,9,1546.61,2,2,0,1
535.7,158.07,1.35,241.84,3.76,100.24,11,1702.64,3,3,2,0
329.75,251.96,1.09,244.08,3.37,96.62,20,1372.43,2,1,0,1
501.85,226.5,1.85,324.6,4.32,87.37,43,2146.7,0,0,2,1
512.22,114.76,1.66,261.61,4.66,106.4,58,2373.44,0,2,1,1
537.98,225.3,0.98,205.74,3.07,98.35,26,1745.13,3,2,1,1
486.73,226.41,0.47,264.46,4.18,94.11,38,1978.59,3,1,0,0
528.32,171.48,2.28,191.0,3.57,112.64,94,2571.74,1,1,0,0
553.42,190.63,1.41,202.92,3.64,88.93,36,1963.93,3,2,2,1
553.48,101.36,1.62,464.08,4.16,91.94,99,2383.11,2,0,2,0
601.68,243.35,1.32,299.31,4.62,109.5,55,2449.17,0,1,1,1
533.83,150.05,2.05,269.11,4.37,120.23,6,1807.36,1,1,0,0
452.3,156.47,1.93,353.39,4.21,118.4,3,1607.81,1,1,2,0
435.22,155.79,1.39,391.69,3.92,94.81,65,2259.47,0,0,0,0
393.67,290.02,2.36,479.25,3.34,74.71,64,2010.4,3,0,0,0
515.12,166.56,1.59,436.43,4.17,94.21,58,2167.77,0,3,1,0
632.13,247.11,0.77,334.78,4.36,101.47,58,2476.87,3,2,1,1
464.15,198.8,1.55,177.38,3.7,77.72,18,1721.32,0,0,0,1
544.96,158.54,1.76,219.8,3.82,93.84,23,1796.62,2,2,0,0
424.77,149.48,1.43,267.85,4.56,124.14,96,2586.81,3,3,0,1
519.48,168.56,1.29,340.53,3.8,102.95,29,1730.52,2,2,0,0
625.93,196.28,2.38,307.55,3.86,89.19,23,2142.22,1,0,1,1
568.62,230.09,0.91,182.16,3.96,100.58,36,2098.85,0,2,2,0
557.07,174.58,2.31,320.72,4.15,92.53,81,2421.11,1,2,2,0
561.62,155.94,0.89,309.6,4.11,115.45,82,2424.79,1,0,0,1
517.35,140.3,1.36,283.21,4.76,63.43,95,2673.49,1,0,2,1
566.75,136.12,1.31,338.63,3.8,109.44,6,1478.21,0,2,1,0
416.65,249.4,2.12,399.74,3.52,88.54,34,1861.3,1,3,1,0
506.33,173.56,2.22,324.81,4.51,120.91,44,2250.79,0,1,0,1
611.02,177.99,0.85,224.67,4.12,74.51,44,2168.26,0,3,1,1
601.99,166.67,2.18,453.22,3.71,118.77,27,1969.45,2,2,0,1
554.8,184.16,2.17,285.9,3.82,84.21,52,2097.37,3,3,1,1
411.7,218.55,1.51,304.0,3.36,106.44,42,1699.25,3,0,1,1
395.95,175.66,1.97,247.71,4.12,90.7,25,1762.85,0,1,0,0
511.45,209.04,2.02,214.05,3.27,122.54,74,2242.77,2,2,2,1
518.08,270.91,1.37,220.56,4.34,96.18,39,2202.79,0,2,1,0
489.96,159.02,1.42,202.98,3.74,85.54,39,1999.78,0,2,2,0
543.7,232.05,0.69,287.5,4.55,94.4,11,1724.17,2,0,1,1
511.02,274.86,1.32,388.19,5.13,110.44,3,1945.58,3,2,1,0
528.98,137.88,0.9,221.26,4.22,118.78,22,1725.61,2,3,1,1
559.34,114.96,2.21,504.76,3.86,82.41,4,1539.6,1,2,2,0
472.64,199.97,1.32,410.91,3.52,108.44,8,1368.94,2,2,2,1
451.12,194.81,1.64,298.54,4.13,111.14,14,1652.08,2,2,1,1
610.76,235.01,1.39,211.11,4.32,69.05,84,2528.19,2,2,1,1
424.26,227.38,1.36,172.23,4.0,106.46,88,2581.57,2,0,2,0
453.08,198.3,1.61,290.91,4.45,92.92,14,1876.09,3,3,0,1
623.42,252.46,1.13,305.45,4.76,132.4,92,2741.23,1,0,0,0
445.3,165.95,1.4,283.65,3.37,117.32,16,1580.9,3,3,2,1
490.14,210.58,1.4,385.55,4.15,108.78,32,1742.03,3,2,1,0
458.8,139.21,1.29,419.77,3.05,59.17,64,1910.49,2,1,1,1
321.68,197.89,1.7,337.81,3.59,108.9,76,1967.84,0,0,0,0
487.67,126.94,1.28,342.12,4.36,84.78,16,1822.53,0,1,0,0
398.94,144.21,2.31,274.76,3.98,117.47,52,2088.93,3,0,2,0
525.46,285.47,1.81,299.61,3.19,96.8,19,1711.97,3,2,0,0
610.56,108.77,0.83,332.93,4.52,89.62,69,2316.82,2,0,2,0
278.58,189.17,1.78,274.66,3.73,91.27,12,1433.35,3,2,0,0
459.31,241.36,1.16,352.87,4.43,92.6,93,2433.83,2,0,0,1
545.23,311.07,1.57,215.51,4.26,73.06,5,1987.84,0,2,0,0
281.67,208.85,1.13,241.42,3.58,75.68,42,1687.8,0,2,1,0
633.63,211.71,0.4,216.25,4.43,93.29,17,2043.19,1,3,1,0
537.99,201.98,1.49,246.51,4.16,131.1,72,2179.06,0,2,1,1
608.32,252.86,0.78,277.02,4.09,114.29,94,2665.44,3,3,0,1
443.61,221.59,1.71,382.33,3.77,116.08,10,1602.23,0,2,2,1
455.67,171.25,1.59,303.31,3.45,123.94,84,2257.44,2,1,2,0
483.91,255.78,1.2,197.26,3.79,105.62,16,1758.56,0,2,2,1
713.82,176.89,2.41,187.84,3.78,90.87,16,2056.55,1,1,2,1
631.81,120.08,0.88,266.72,4.43,91.78,42,2367.34,0,1,1,0
513.23,120.23,1.19,366.75,3.18,83.49,3,1361.95,2,2,1,0
525.44,189.95,0.94,412.24,4.74,116.22,23,1894.52,2,1,0,1
563.49,205.15,2.52,172.74,4.76,81.28,86,2936.61,3,3,0,0
739.16,247.78,2.18,329.79,3.68,141.81,28,2140.47,0,0,2,0
538.27,232.04,0.79,267.85,4.7,81.94,45,2062.49,2,2,1,0
504.6,203.99,1.09,274.06,3.5,124.46,68,2247.9,1,1,2,0
466.14,250.58,1.1,214.86,4.56,124.57,24,1919.55,3,2,0,1
523.49,200.64,1.22,282.39,3.59,112.49,19,1847.82,1,3,0,0
441.3,135.48,0.98,211.27,4.52,132.41,75,2453.03,0,2,2,1
549.61,124.58,1.2,278.73,3.28,96.08,40,1592.36,0,2,0,1
356.74,263.93,2.0,391.86,4.54,102.57,46,2049.84,0,1,2,1
473.95,87.74,2.47,350.5,4.64,104.49,40,2178.89,3,3,1,1
573.46,189.96,0.73,453.1,3.27,111.8,62,1817.41,2,0,2,0
453.74,222.96,1.61,313.96,4.51,97.88,12,1843.55,1,1,1,0
476.8,189.57,0.71,344.23,3.0,117.16,14,1392.56,3,2,0,1
603.53,115.78,1.62,237.94,3.76,92.56,82,2453.88,1,1,0,1
378.96,280.87,1.77,133.12,4.52,139.19,61,2465.24,3,1,0,1
379.54,260.69,1.85,363.69,4.36,102.56,12,1540.81,2,1,2,0
407.04,234.24,1.76,156.37,4.06,110.29,27,1970.63,1,2,2,1
498.93,199.97,1.23,389.73,4.46,131.02,6,1725.1,0,3,0,0
364.33,228.6,1.41,360.07,3.56,102.59,88,2334.5,0,1,2,0
595.3,192.57,0.91,232.04,4.02,130.69,33,1922.55,3,2,0,0
407.57,151.34,1.73,265.11,3.58,111.66,80,2347.43,0,3,2,0
522.44,247.82,2.3,299.08,4.07,111.7,50,2113.95,1,1,1,1
442.09,197.47,1.73,226.23,4.5,82.22,12,1760.21,0,0,1,0
493.45,226.1,1.15,343.24,4.39,122.13,95,2465.12,2,3,0,1
339.67,193.94,2.0,350.29,4.11,87.87,57,2078.47,2,1,2,0
600.13,223.09,2.68,184.56,4.49,96.27,53,2456.29,3,3,2,1
403.85,199.28,1.62,234.15,4.54,125.18,13,1878.97,1,3,1,1
393.38,195.37,1.78,297.06,4.9,92.67,72,2216.27,2,3,1,0
737.9,201.5,1.84,391.25,4.58,106.96,3,1969.25,2,3,0,0
596.24,240.12,1.29,113.53,4.47,99.62,84,2667.49,0,3,0,1
545.89,329.3,1.24,276.64,4.12,97.01,58,2443.89,0,1,1,0
454.75,199.59,1.92,337.81,3.86,79.28,4,1633.63,3,0,1,0
369.32,184.55,1.86,236.0,4.43,110.9,45,1898.02,0,2,2,1
470.12,146.29,1.44,229.81,4.38,112.68,66,2300.89,1,3,1,0
402.18,280.16,1.21,240.24,4.15,88.36,36,2076.51,2,2,1,1
408.19,154.74,0.66,275.36,3.9,91.15,23,1538.5,0,1,0,0
341.68,290.48,1.49,221.67,3.87,118.26,19,1612.27,3,3,1,1
511.45,149.19,1.02,352.79,3.8,94.72,40,1879.36,0,0,0,1
657.34,244.33,0.96,231.14,4.63,101.85,72,2619.43,1,2,1,0
555.81,120.45,1.96,217.11,4.59,82.37,16,1804.05,3,3,1,1
489.42,177.9,1.91,268.1,4.57,98.73,58,2287.66,0,1,0,0
495.94,201.1,1.26,418.31,3.47,82.48,18,1523.45,3,0,2,0
457.62,191.53,1.09,347.11,3.87,84.72,24,1436.86,2,2,0,0
357.33,191.77,2.0,322.9,3.7,117.27,1,1441.43,1,3,0,1
513.44,240.35,1.73,224.24,4.93,73.41,1,1724.56,1,0,2,1
474.0,95.66,1.26,248.79,4.2,105.33,64,2233.66,1,0,1,1
413.07,171.85,1.53,235.2,4.16,95.54,62,2257.24,1,0,0,1
511.19,262.73,0.46,387.32,3.77,127.93,36,1629.43,2,0,0,1
510.33,228.12,0.42,323.63,4.43,115.59,75,2475.94,2,1,2,1
651.86,263.56,2.49,166.62,5.1,75.2,18,2368.66,3,0,0,1
568.64,237.94,1.75,416.21,4.04,88.79,16,1942.37,0,2,1,1
521.7,145.82,1.5,273.44,3.88,99.72,17,1825.74,2,2,2,0
405.25,233.04,1.3,352.27,3.95,88.79,24,1539.8,2,1,1,0
392.66,205.01,0.62,384.19,3.84,118.17,98,2202.95,0,2,1,1
559.88,313.4,2.0,95.03,4.0,103.4,68,2746.88,2,2,2,0
479.99,240.11,0.93,336.37,3.69,96.13,99,2326.69,1,0,0,0
524.94,226.17,1.85,279.79,3.56,119.62,79,2429.49,1,2,1,0
597.8,233.47,1.57,106.25,3.99,76.45,2,1772.84,0,1,1,0
348.69,223.44,1.47,209.4,4.04,94.69,95,2335.99,3,0,1,0
639.7,222.09,0.85,263.63,3.86,104.96,73,2430.69,3,3,1,0
596.94,186.69,0.86,367.65,4.73,97.17,10,2061.38,0,0,2,1
735.31,247.42,1.54,311.85,4.37,106.78,89,2769.26,1,0,1,0
532.14,253.02,1.52,271.51,4.38,110.05,51,2297.05,3,0,0,0
452.15,246.96,1.64,387.03,4.05,79.75,69,2049.37,2,1,1,0
551.91,275.4,0.53,341.68,4.11,56.34,14,1518.23,1,0,0,1
402.25,256.14,2.01,313.03,3.57,86.45,66,2148.69,0,1,1,1
554.61,231.43,1.32,208.55,4.33,95.93,82,2664.48,3,1,0,1
420.65,142.82,2.08,309.59,3.83,97.79,93,2554.83,2,3,1,1
506.01,187.59,1.78,363.62,4.65,104.06,84,2555.98,1,2,1,1
564.98,202.34,1.78,240.85,3.33,120.58,64,2206.46,3,0,1,1
421.39,269.9,0.76,448.2,4.86,119.14,72,2353.62,3,0,0,1
498.74,148.34,0.97,357.14,3.89,75.74,90,2268.28,3,3,0,0
358.81,190.29,1.93,296.3,4.89,117.58,62,2143.43,3,3,2,1
476.12,150.16,1.65,314.57,3.56,81.32,37,1752.78,1,1,1,0
693.11,160.09,2.3,317.51,4.5,115.78,49,2382.67,3,3,0,1
585.9,175.04,1.6,280.19,4.01,85.25,68,2291.17,2,3,0,0
462.1,152.71,1.87,268.85,3.1,107.04,33,1646.36,1,0,0,0
313.08,161.38,2.09,194.65,3.68,130.7,22,1633.27,1,3,2,1
416.75,268.16,1.78,210.0,3.91,118.66,70,2432.4,0,1,2,1
359.35,230.72,1.31,326.72,4.39,81.55,33,1844.42,3,1,1,1
315.5,238.2,1.21,245.38,3.76,77.22,28,1566.08,0,0,2,1
578.56,198.29,1.46,227.2,3.86,115.53,88,2616.46,2,3,2,0
679.51,242.39,1.12,499.15,4.24,108.6,66,2429.76,1,1,0,1
400.24,229.93,1.83,346.47,3.95,89.78,77,2259.05,1,3,0,1
499.77,167.29,1.66,357.72,3.85,100.84,49,2183.37,2,3,1,0
360.58,177.9,0.87,235.01,4.47,108.65,11,1591.25,2,3,0,1
440.51,252.91,1.8,205.18,3.85,98.21,35,1901.01,0,2,2,0
477.79,174.16,1.57,272.77,3.41,81.57,39,1751.2,0,0,1,1
462.53,135.57,1.22,300.02,3.8,121.27,10,1623.05,0,2,1,0
505.35,173.2,1.56,357.05,4.27,137.57,74,2240.14,3,0,1,0
597.16,277.97,1.24,153.57,3.93,128.53,72,2665.93,1,1,0,0
586.64,173.25,1.62,471.78,3.75,56.58,69,2034.09,1,3,1,0
423.07,216.38,1.42,319.84,3.37,123.12,23,1726.55,0,0,1,0
496.96,169.22,0.74,175.94,3.93,111.56,34,1956.06,1,2,1,1
579.41,238.17,1.43,312.6,4.11,86.85,32,1997.52,0,3,0,0
603.57,226.84,1.28,227.8,3.5,60.76,16,1722.19,3,1,2,1
433.88,125.44,1.82,222.2,3.91,97.73,68,2305.3,3,0,1,0
570.82,213.4,1.94,215.01,3.45,107.27,54,2384.93,2,0,2,0
533.11,115.87,1.25,279.48,3.94,77.86,28,1746.36,3,0,0,1
393.4,172.3,1.11,468.22,4.86,124.65,60,2154.33,0,3,0,1
580.02,199.43,0.66,307.41,4.09,124.16,78,2500.22,3,2,0,1
515.15,292.34,1.09,355.51,3.21,109.36,76,2278.55,2,2,0,1
325.86,215.9,1.34,375.08,4.17,72.54,60,1970.35,1,0,2,0
470.61,161.65,0.83,288.42,4.66,94.76,85,2403.51,0,1,1,1
503.99,184.14,1.95,207.12,3.31,114.47,80,2366.93,1,1,0,0
439.42,246.21,1.63,172.1,3.48,113.15,44,1762.15,2,2,0,1
622.82,162.32,1.44,269.0,4.13,86.02,2,1892.44,2,1,2,1
